ihnen	Noun MorphosyntacticCategory 
Jesus	Noun MorphosyntacticCategory 
und	Adjective MorphosyntacticCategory 
sprach	Verb MorphosyntacticCategory 
Wahrlich	Noun MorphosyntacticCategory 
Wahrlich	Noun MorphosyntacticCategory 
sage	Verb MorphosyntacticCategory 
ich	Noun MorphosyntacticCategory 
euch	Noun MorphosyntacticCategory 
Ehe	Noun MorphosyntacticCategory 
den	Noun MorphosyntacticCategory 
Abraham	Determiner PronounOrDeterminer MorphosyntacticCategory 
Wort	Noun MorphosyntacticCategory 
ich	Noun MorphosyntacticCategory 
bin	Verb MorphosyntacticCategory 
Johannes	Noun MorphosyntacticCategory 
gelehrt	Noun MorphosyntacticCategory 
NULL	Noun MorphosyntacticCategory 
NULL	Noun MorphosyntacticCategory 
da	Verb MorphosyntacticCategory 
NULL	Verb MorphosyntacticCategory 
	
Da	Determiner PronounOrDeterminer MorphosyntacticCategory 
hoben	Noun MorphosyntacticCategory 
sie	Noun MorphosyntacticCategory 
Steine	Noun MorphosyntacticCategory 
und	Adjective MorphosyntacticCategory 
wollten	Verb MorphosyntacticCategory 
ihnen	Noun MorphosyntacticCategory 
hindurch	Verb MorphosyntacticCategory 
Jesus	Noun MorphosyntacticCategory 
verbarg	FixedExpression Collocation MorphosyntacticCategory SemanticUnit 
sich	Preposition Adposition MorphosyntacticCategory 
und	Verb MorphosyntacticCategory 
ging	Verb MorphosyntacticCategory 
aus	Adverb MorphosyntacticCategory 
dem	Noun MorphosyntacticCategory 
Tempel	Noun MorphosyntacticCategory 
	
und	Verb MorphosyntacticCategory 
alsbald	Noun MorphosyntacticCategory 
Wort	Noun MorphosyntacticCategory 
die	Determiner PronounOrDeterminer MorphosyntacticCategory 
Mensch	Noun MorphosyntacticCategory 
gesund	Verb MorphosyntacticCategory 
des	Determiner PronounOrDeterminer MorphosyntacticCategory 
Bett	Noun MorphosyntacticCategory 
	
Da	Determiner PronounOrDeterminer MorphosyntacticCategory 
sagt	Adjective MorphosyntacticCategory 
ihm	Noun MorphosyntacticCategory 
Jesus	Noun MorphosyntacticCategory 
NULL	Noun MorphosyntacticCategory 
Davo	Noun MorphosyntacticCategory 
NULL	Verb MorphosyntacticCategory 
Johannes	Noun MorphosyntacticCategory 
womit	Noun MorphosyntacticCategory 
NULL	Noun MorphosyntacticCategory 
nimm	Verb MorphosyntacticCategory 
auf	Preposition Adposition MorphosyntacticCategory 
und	Noun MorphosyntacticCategory 
Nimm	Noun MorphosyntacticCategory 
auf	Noun MorphosyntacticCategory 
dein	Adjective MorphosyntacticCategory 
Bett	Verb MorphosyntacticCategory 
und	Adjective MorphosyntacticCategory 
wandle	Noun MorphosyntacticCategory 
	
steht	Adverb MorphosyntacticCategory 
ist	Verb MorphosyntacticCategory 
geschrieben	Verb MorphosyntacticCategory 
in	Noun MorphosyntacticCategory 
den	Noun MorphosyntacticCategory 
Propheten	Adjective MorphosyntacticCategory 
Sie	Adjective MorphosyntacticCategory 
werdet	Verb MorphosyntacticCategory 
alle	Adverb MorphosyntacticCategory 
werden	Noun MorphosyntacticCategory 
Gott	Verb MorphosyntacticCategory 
Gottes	Determiner PronounOrDeterminer MorphosyntacticCategory 
Ein	Determiner PronounOrDeterminer MorphosyntacticCategory 
Kriegsknecht	Adjective MorphosyntacticCategory 
tat	Verb MorphosyntacticCategory 
gehört	Verb MorphosyntacticCategory 
hat	Verb MorphosyntacticCategory 
und	Verb MorphosyntacticCategory 
Jeder	Noun MorphosyntacticCategory 
von	Noun MorphosyntacticCategory 
dem	Noun MorphosyntacticCategory 
Vater	Noun MorphosyntacticCategory 
die	Noun MorphosyntacticCategory 
kommt	Verb MorphosyntacticCategory 
zu	Preposition Adposition MorphosyntacticCategory 
mir	Noun MorphosyntacticCategory 
	
Niemand	Noun MorphosyntacticCategory 
kann	Verb MorphosyntacticCategory 
zu	Preposition Adposition MorphosyntacticCategory 
mir	Noun MorphosyntacticCategory 
kommen	Verb MorphosyntacticCategory 
ein	Determiner PronounOrDeterminer MorphosyntacticCategory 
ziehe	Preposition Adposition MorphosyntacticCategory 
die	Determiner PronounOrDeterminer MorphosyntacticCategory 
Vater	Noun MorphosyntacticCategory 
mir	Noun MorphosyntacticCategory 
gesandt	Verb MorphosyntacticCategory 
hat	Verb MorphosyntacticCategory 
Und	Noun MorphosyntacticCategory 
ich	Noun MorphosyntacticCategory 
will	Verb MorphosyntacticCategory 
ihnen	Noun MorphosyntacticCategory 
auferwecken	Noun MorphosyntacticCategory 
in	Noun MorphosyntacticCategory 
dem	Noun MorphosyntacticCategory 
Jüngsten	Preposition Adposition MorphosyntacticCategory 
Tage	Noun MorphosyntacticCategory 
	
Wahrlich	Noun MorphosyntacticCategory 
wahrlich	Adjective MorphosyntacticCategory 
sage	Verb MorphosyntacticCategory 
ich	Noun MorphosyntacticCategory 
euch	Noun MorphosyntacticCategory 
so	Adverb MorphosyntacticCategory 
Wer	Noun MorphosyntacticCategory 
in	Preposition Adposition MorphosyntacticCategory 
mir	Noun MorphosyntacticCategory 
glaubt	Verb MorphosyntacticCategory 
die	Noun MorphosyntacticCategory 
hat	Verb MorphosyntacticCategory 
daß	Noun MorphosyntacticCategory 
NULL	Noun MorphosyntacticCategory 
ewiges	Adjective MorphosyntacticCategory 
NULL	Verb MorphosyntacticCategory 
	
nicht	Adverb MorphosyntacticCategory 
daß	Noun MorphosyntacticCategory 
den	Noun MorphosyntacticCategory 
Vater	Noun MorphosyntacticCategory 
Nicht	CoordinatingConjunction Conjunction MorphosyntacticCategory 
sehen	Verb MorphosyntacticCategory 
habe	Verb MorphosyntacticCategory 
sondern	Adverb MorphosyntacticCategory 
dieser	Noun MorphosyntacticCategory 
die	Determiner PronounOrDeterminer MorphosyntacticCategory 
da	Adverb MorphosyntacticCategory 
ist	Verb MorphosyntacticCategory 
von	Preposition Adposition MorphosyntacticCategory 
Gott	Noun MorphosyntacticCategory 
die	Adjective MorphosyntacticCategory 
hat	Verb MorphosyntacticCategory 
den	Noun MorphosyntacticCategory 
Vater	Noun MorphosyntacticCategory 
sehen	Verb MorphosyntacticCategory 
	
umher	Verb MorphosyntacticCategory 
nach	Preposition Adposition MorphosyntacticCategory 
ging	Verb MorphosyntacticCategory 
Jesus	Noun MorphosyntacticCategory 
zu	Preposition Adposition MorphosyntacticCategory 
Galiläa	Noun MorphosyntacticCategory 
Ölberg	Noun MorphosyntacticCategory 
NULL	Noun MorphosyntacticCategory 
UII	Noun MorphosyntacticCategory 
NULL	Noun MorphosyntacticCategory 
denn	CoordinatingConjunction Conjunction MorphosyntacticCategory 
der	Noun MorphosyntacticCategory 
nicht	CoordinatingConjunction Conjunction MorphosyntacticCategory 
wollte	Verb MorphosyntacticCategory 
nicht	Adverb MorphosyntacticCategory 
umherziehen	Verb MorphosyntacticCategory 
in	Preposition Adposition MorphosyntacticCategory 
Judäa	Noun MorphosyntacticCategory 
denn	CoordinatingConjunction Conjunction MorphosyntacticCategory 
die	Determiner PronounOrDeterminer MorphosyntacticCategory 
Juden	Noun MorphosyntacticCategory 
wollten	Verb MorphosyntacticCategory 
ihnen	Noun MorphosyntacticCategory 
töten	Noun MorphosyntacticCategory 
	
Da	Noun MorphosyntacticCategory 
sprachen	Verb MorphosyntacticCategory 
zu	Preposition Adposition MorphosyntacticCategory 
ihm	Noun MorphosyntacticCategory 
seine	Determiner PronounOrDeterminer MorphosyntacticCategory 
Brüder	Noun MorphosyntacticCategory 
Brich	Noun MorphosyntacticCategory 
von	Noun MorphosyntacticCategory 
hinnen	Adverb MorphosyntacticCategory 
und	Verb MorphosyntacticCategory 
gehe	Verb MorphosyntacticCategory 
in	Preposition Adposition MorphosyntacticCategory 
Judäa	Noun MorphosyntacticCategory 
Orte	SubordinatingConjunction Conjunction MorphosyntacticCategory 
daß	Determiner PronounOrDeterminer MorphosyntacticCategory 
deine	Determiner PronounOrDeterminer MorphosyntacticCategory 
Jünger	Noun MorphosyntacticCategory 
sehen	Verb MorphosyntacticCategory 
deine	Determiner PronounOrDeterminer MorphosyntacticCategory 
Werke	Noun MorphosyntacticCategory 
die	Determiner PronounOrDeterminer MorphosyntacticCategory 
du	Noun MorphosyntacticCategory 
tust	Verb MorphosyntacticCategory 
	
und	Preposition Adposition MorphosyntacticCategory 
die	Determiner PronounOrDeterminer MorphosyntacticCategory 
Tag	Noun MorphosyntacticCategory 
der	Determiner PronounOrDeterminer MorphosyntacticCategory 
Fest	Noun MorphosyntacticCategory 
der	Adverb MorphosyntacticCategory 
Juden	Noun MorphosyntacticCategory 
war	Verb MorphosyntacticCategory 
nach	Preposition Adposition MorphosyntacticCategory 
	
denn	CoordinatingConjunction Conjunction MorphosyntacticCategory 
seine	Determiner PronounOrDeterminer MorphosyntacticCategory 
Brüder	Noun MorphosyntacticCategory 
nicht	Adverb MorphosyntacticCategory 
glaubten	Verb MorphosyntacticCategory 
nicht	Adverb MorphosyntacticCategory 
in	Preposition Adposition MorphosyntacticCategory 
ihnen	Noun MorphosyntacticCategory 
	
denn	SubordinatingConjunction Conjunction MorphosyntacticCategory 
es	Noun MorphosyntacticCategory 
nicht	Adverb MorphosyntacticCategory 
tut	Verb MorphosyntacticCategory 
niemand	Noun MorphosyntacticCategory 
kein	Numeral Quantifier MorphosyntacticCategory 
dies	Noun MorphosyntacticCategory 
Verborgenen	Verb MorphosyntacticCategory 
Der	Noun MorphosyntacticCategory 
es	Determiner PronounOrDeterminer MorphosyntacticCategory 
sucht	Verb MorphosyntacticCategory 
offenbare	Adverb MorphosyntacticCategory 
zu	Preposition Adposition MorphosyntacticCategory 
offenbare	Noun MorphosyntacticCategory 
offenbare	Noun MorphosyntacticCategory 
du	Noun MorphosyntacticCategory 
dieser	Determiner PronounOrDeterminer MorphosyntacticCategory 
dies	Noun MorphosyntacticCategory 
Du	Noun MorphosyntacticCategory 
offenbarst	Adjective MorphosyntacticCategory 
dir	Noun MorphosyntacticCategory 
selbst	Noun MorphosyntacticCategory 
der	Determiner PronounOrDeterminer MorphosyntacticCategory 
Welt	Noun MorphosyntacticCategory 
NULL	Noun MorphosyntacticCategory 
heimlich	Verb MorphosyntacticCategory 
NULL	Verb MorphosyntacticCategory 
Johannes	Noun MorphosyntacticCategory 
UII	Noun MorphosyntacticCategory 
NULL	Noun MorphosyntacticCategory 
	
Der	Determiner PronounOrDeterminer MorphosyntacticCategory 
Welt	Noun MorphosyntacticCategory 
nicht	Adverb MorphosyntacticCategory 
kann	Verb MorphosyntacticCategory 
euch	Noun MorphosyntacticCategory 
nicht	Adverb MorphosyntacticCategory 
hassen	Verb MorphosyntacticCategory 
sondern	SubordinatingConjunction Conjunction MorphosyntacticCategory 
der	Noun MorphosyntacticCategory 
haßt	Noun MorphosyntacticCategory 
mir	Noun MorphosyntacticCategory 
denn	SubordinatingConjunction Conjunction MorphosyntacticCategory 
ich	Noun MorphosyntacticCategory 
die	Determiner PronounOrDeterminer MorphosyntacticCategory 
Zeugnis	Noun MorphosyntacticCategory 
zeugte	Adverb MorphosyntacticCategory 
von	Preposition Adposition MorphosyntacticCategory 
ihre	Noun MorphosyntacticCategory 
denn	SubordinatingConjunction Conjunction MorphosyntacticCategory 
ihre	Noun MorphosyntacticCategory 
Werke	Adjective MorphosyntacticCategory 
böse	Noun MorphosyntacticCategory 
sind	Verb MorphosyntacticCategory 
	
Da	Noun MorphosyntacticCategory 
sprach	Verb MorphosyntacticCategory 
Jesus	Noun MorphosyntacticCategory 
zu	Preposition Adposition MorphosyntacticCategory 
ein	Determiner PronounOrDeterminer MorphosyntacticCategory 
mein	Determiner PronounOrDeterminer MorphosyntacticCategory 
Zeit	Noun MorphosyntacticCategory 
nicht	Adverb MorphosyntacticCategory 
ist	Verb MorphosyntacticCategory 
noch	CoordinatingConjunction Conjunction MorphosyntacticCategory 
nicht	CoordinatingConjunction Conjunction MorphosyntacticCategory 
gekommen	Verb MorphosyntacticCategory 
sondern	SubordinatingConjunction Conjunction MorphosyntacticCategory 
eure	Determiner PronounOrDeterminer MorphosyntacticCategory 
Zeit	Noun MorphosyntacticCategory 
ist	Verb MorphosyntacticCategory 
alle	Noun MorphosyntacticCategory 
müde	Adjective MorphosyntacticCategory 
bereite	Adjective MorphosyntacticCategory 
	
Da	Noun MorphosyntacticCategory 
der	Noun MorphosyntacticCategory 
dies	Determiner PronounOrDeterminer MorphosyntacticCategory 
gesprochen	Adjective MorphosyntacticCategory 
hatte	Verb MorphosyntacticCategory 
Da	Noun MorphosyntacticCategory 
blieb	Verb MorphosyntacticCategory 
der	Noun MorphosyntacticCategory 
zu	Preposition Adposition MorphosyntacticCategory 
Galiläa	Noun MorphosyntacticCategory 
	
Gehet	Verb MorphosyntacticCategory 
ihr	Noun MorphosyntacticCategory 
auf	Particle Unique MorphosyntacticCategory 
zu	Adverb MorphosyntacticCategory 
dem	Determiner PronounOrDeterminer MorphosyntacticCategory 
Tage	Noun MorphosyntacticCategory 
der	Determiner PronounOrDeterminer MorphosyntacticCategory 
Fest	Noun MorphosyntacticCategory 
Ich	Noun MorphosyntacticCategory 
nicht	CoordinatingConjunction Conjunction MorphosyntacticCategory 
will	Verb MorphosyntacticCategory 
noch	CoordinatingConjunction Conjunction MorphosyntacticCategory 
nicht	CoordinatingConjunction Conjunction MorphosyntacticCategory 
hinaufgekommen	Verb MorphosyntacticCategory 
zu	Adverb MorphosyntacticCategory 
dem	Determiner PronounOrDeterminer MorphosyntacticCategory 
Tage	Noun MorphosyntacticCategory 
der	Determiner PronounOrDeterminer MorphosyntacticCategory 
Fest	Noun MorphosyntacticCategory 
denn	CoordinatingConjunction Conjunction MorphosyntacticCategory 
meine	Determiner PronounOrDeterminer MorphosyntacticCategory 
Zeit	Noun MorphosyntacticCategory 
nicht	Adverb MorphosyntacticCategory 
ist	Verb MorphosyntacticCategory 
noch	CoordinatingConjunction Conjunction MorphosyntacticCategory 
nicht	Adverb MorphosyntacticCategory 
vollbracht	Adverb MorphosyntacticCategory 
	
Wenn	SubordinatingConjunction Conjunction MorphosyntacticCategory 
wenn	SubordinatingConjunction Conjunction MorphosyntacticCategory 
die	Determiner PronounOrDeterminer MorphosyntacticCategory 
Tröster	Noun MorphosyntacticCategory 
kommt	Verb MorphosyntacticCategory 
den	Noun MorphosyntacticCategory 
ich	Noun MorphosyntacticCategory 
senden	Verb MorphosyntacticCategory 
will	Verb MorphosyntacticCategory 
von	Noun MorphosyntacticCategory 
dem	Noun MorphosyntacticCategory 
Vater	Noun MorphosyntacticCategory 
den	Noun MorphosyntacticCategory 
Geist	Noun MorphosyntacticCategory 
der	Determiner PronounOrDeterminer MorphosyntacticCategory 
Wahrheit	Noun MorphosyntacticCategory 
Der	Noun MorphosyntacticCategory 
von	Noun MorphosyntacticCategory 
dem	Noun MorphosyntacticCategory 
Vater	Noun MorphosyntacticCategory 
ausgeht	Verb MorphosyntacticCategory 
die	Noun MorphosyntacticCategory 
soll	Verb MorphosyntacticCategory 
Zeugnis	Noun MorphosyntacticCategory 
gebet	Noun MorphosyntacticCategory 
	
denn	SubordinatingConjunction Conjunction MorphosyntacticCategory 
ihr	Noun MorphosyntacticCategory 
von	Preposition Adposition MorphosyntacticCategory 
zeuget	Noun MorphosyntacticCategory 
mit	Preposition Adposition MorphosyntacticCategory 
mir	Noun MorphosyntacticCategory 
geheiligt	Verb MorphosyntacticCategory 
NULL	Noun MorphosyntacticCategory 
Anfang	Verb MorphosyntacticCategory 
NULL	Verb MorphosyntacticCategory 
Johannes	Noun MorphosyntacticCategory 
von	Verb MorphosyntacticCategory 
NULL	Noun MorphosyntacticCategory 
	
Gedenket	Noun MorphosyntacticCategory 
meiner	Determiner PronounOrDeterminer MorphosyntacticCategory 
Rede	Noun MorphosyntacticCategory 
die	Determiner PronounOrDeterminer MorphosyntacticCategory 
ich	Noun MorphosyntacticCategory 
euch	Noun MorphosyntacticCategory 
gesagt	Verb MorphosyntacticCategory 
habe	Verb MorphosyntacticCategory 
die	Determiner PronounOrDeterminer MorphosyntacticCategory 
Knecht	Noun MorphosyntacticCategory 
ist	Verb MorphosyntacticCategory 
nicht	Adverb MorphosyntacticCategory 
obenan	Preposition Adposition MorphosyntacticCategory 
seinen	Determiner PronounOrDeterminer MorphosyntacticCategory 
Herrn	Noun MorphosyntacticCategory 
haben	Verb MorphosyntacticCategory 
sie	Noun MorphosyntacticCategory 
mir	Noun MorphosyntacticCategory 
verfolgt	Verb MorphosyntacticCategory 
sie	Noun MorphosyntacticCategory 
verfolgt	Verb MorphosyntacticCategory 
auch	Adverb MorphosyntacticCategory 
euch	Noun MorphosyntacticCategory 
	
Diese	Determiner PronounOrDeterminer MorphosyntacticCategory 
dies	Noun MorphosyntacticCategory 
tut	Verb MorphosyntacticCategory 
sie	Noun MorphosyntacticCategory 
euch	Noun MorphosyntacticCategory 
durch	Preposition Adposition MorphosyntacticCategory 
meinen	Determiner PronounOrDeterminer MorphosyntacticCategory 
Namen	Noun MorphosyntacticCategory 
denn	CoordinatingConjunction Conjunction MorphosyntacticCategory 
sie	Noun MorphosyntacticCategory 
nicht	Adverb MorphosyntacticCategory 
wissen	Verb MorphosyntacticCategory 
den	Noun MorphosyntacticCategory 
nicht	Adverb MorphosyntacticCategory 
die	Determiner PronounOrDeterminer MorphosyntacticCategory 
mir	Noun MorphosyntacticCategory 
gesandt	Verb MorphosyntacticCategory 
hat	Verb MorphosyntacticCategory 
NULL	Noun MorphosyntacticCategory 
Namens	Noun MorphosyntacticCategory 
NULL	Verb MorphosyntacticCategory 
	
vorwenden	SubordinatingConjunction Conjunction MorphosyntacticCategory 
wäre	Verb MorphosyntacticCategory 
ich	Noun MorphosyntacticCategory 
nicht	Adverb MorphosyntacticCategory 
gekommen	Verb MorphosyntacticCategory 
sei	SubordinatingConjunction Conjunction MorphosyntacticCategory 
und	SubordinatingConjunction Conjunction MorphosyntacticCategory 
hatte	Verb MorphosyntacticCategory 
ich	Noun MorphosyntacticCategory 
ein	Determiner PronounOrDeterminer MorphosyntacticCategory 
nicht	Adverb MorphosyntacticCategory 
geredet	Adjective MorphosyntacticCategory 
so	Adverb MorphosyntacticCategory 
nicht	Adverb MorphosyntacticCategory 
hatten	Verb MorphosyntacticCategory 
sie	Noun MorphosyntacticCategory 
keine	Determiner PronounOrDeterminer MorphosyntacticCategory 
Sünde	Noun MorphosyntacticCategory 
sondern	CoordinatingConjunction Conjunction MorphosyntacticCategory 
